,link_id,week_type,velocity_CG_AVRG
1061,571357697,weekend,16.83
1062,571357713,weekend,6.93
1063,571357715,weekend,16.83
1064,571357715,weekend,13.62
1065,571357719,weekend,13.62
1066,571357719,weekend,16.83
1067,571357721,weekend,16.83
1068,571357721,weekend,13.62
1069,571357723,weekend,22.81
1070,571357725,weekend,22.81
1071,571358403,weekend,14.76
1072,571358831,weekend,10.18
1073,571358831,weekend,12.15
1074,571358833,weekend,12.15
1075,571358833,weekend,10.18
1076,571358837,weekend,8.53
1077,571359010,weekend,8.53
1078,571359012,weekend,8.53
1079,571359014,weekend,6.93
1080,571359016,weekend,6.93
1081,571359226,weekend,19.43
1082,571359226,weekend,19.96
1083,571359266,weekend,18.94
1084,571359266,weekend,16.47
1085,571359300,weekend,46.42
1086,571359300,weekend,58.83
1087,571359302,weekend,56.68
1088,571359302,weekend,59.99
1089,571359314,weekend,17.25
1090,571359320,weekend,15.7
1091,571359328,weekend,18.83
1092,571359328,weekend,21.38
1093,571359346,weekend,14.53
1094,571359346,weekend,18.64
1095,571359348,weekend,18.64
1096,571359348,weekend,14.53
1097,571359416,weekend,17.25
1098,571359418,weekend,17.25
1099,571359426,weekend,63.18
1100,571359426,weekend,58.25
1101,571359428,weekend,47.07
1102,571359428,weekend,47.0
1103,571359464,weekend,19.96
1104,571359464,weekend,19.43
1105,571359490,weekend,13.45
1106,571359490,weekend,15.82
1107,571359492,weekend,16.31
1108,571359492,weekend,11.93
1109,571359498,weekend,15.82
1110,571359498,weekend,13.45
1111,571359558,weekend,14.54
1112,571359558,weekend,16.68
1113,571359762,weekend,13.79
1114,571359762,weekend,15.29
1115,571359764,weekend,15.29
1116,571359764,weekend,13.79
1117,571360110,weekend,14.06
1118,571360110,weekend,12.84
1119,571360114,weekend,20.12
1120,571360116,weekend,19.55
1121,571360122,weekend,12.99
1122,571360122,weekend,16.03
1123,571360124,weekend,5.81
1124,571360124,weekend,19.12
1125,571360130,weekend,15.24
1126,571360148,weekend,20.35
1127,571360162,weekend,24.03
1128,571360164,weekend,21.2
1129,571360166,weekend,21.15
1130,571360176,weekend,12.7
1131,571360176,weekend,14.97
1132,571360180,weekend,21.16
1133,571360180,weekend,20.18
1134,571360182,weekend,19.19
1135,571360182,weekend,19.54
1136,571360188,weekend,10.0
1137,571360188,weekend,20.14
1138,571360190,weekend,20.14
1139,571360190,weekend,10.0
1140,571360192,weekend,22.01
1141,571360196,weekend,15.98
1142,571360198,weekend,15.98
1143,571360200,weekend,19.36
1144,571360200,weekend,16.97
1145,571360212,weekend,16.86
1146,571360214,weekend,12.14
1147,571360216,weekend,12.14
1148,571360226,weekend,17.38
1149,571360230,weekend,20.35
1150,571360254,weekend,21.59
1151,571360254,weekend,21.2
1152,571360264,weekend,22.79
1153,571360264,weekend,14.67
1154,571360268,weekend,12.82
1155,571360268,weekend,13.45
1156,571360270,weekend,13.45
1157,571360270,weekend,12.82
1158,571360276,weekend,21.15
1159,571360278,weekend,21.15
1160,571360284,weekend,15.73
1161,571360284,weekend,17.46
1162,571360306,weekend,15.97
1163,571360306,weekend,17.56
1164,571360308,weekend,17.56
1165,571360308,weekend,15.97
1166,571360334,weekend,18.22
1167,571360334,weekend,18.6
1168,571360350,weekend,12.99
1169,571360350,weekend,16.03
1170,571360352,weekend,16.03
1171,571360352,weekend,12.99
1172,571360360,weekend,21.07
1173,571360360,weekend,22.44
1174,571360384,weekend,20.92
1175,571360384,weekend,19.22
1176,571360388,weekend,17.68
1177,571360390,weekend,17.68
1178,571360392,weekend,17.68
1179,571360396,weekend,15.98
1180,571360400,weekend,15.98
1181,571360406,weekend,22.01
1182,571360408,weekend,22.01
1183,571360424,weekend,17.56
1184,571360424,weekend,15.97
1185,571360426,weekend,15.97
1186,571360426,weekend,17.56
1187,571360452,weekend,18.05
1188,571360452,weekend,15.46
1189,571360456,weekend,7.27
1190,571360458,weekend,7.27
1191,571360598,weekend,22.74
1192,571360608,weekend,14.76
1193,571360608,weekend,14.77
1194,571360658,weekend,15.29
1195,571360658,weekend,12.45
1196,571360660,weekend,12.45
1197,571360660,weekend,15.29
1198,571360720,weekend,17.77
1199,571360720,weekend,14.16
1200,571360722,weekend,20.55
1201,571360722,weekend,19.73
1202,571360790,weekend,50.09
1203,571360790,weekend,57.43
1204,571360792,weekend,57.43
1205,571360792,weekend,50.09
1206,571360796,weekend,50.09
1207,571360796,weekend,57.43
1208,571360814,weekend,17.46
1209,571360814,weekend,15.73
1210,571360816,weekend,15.73
1211,571360816,weekend,17.46
1212,571360822,weekend,23.72
1213,571360824,weekend,22.01
1214,571360828,weekend,12.14
1215,571360830,weekend,12.14
1216,571360834,weekend,21.71
1217,571360846,weekend,14.77
1218,571360846,weekend,14.76
1219,571360848,weekend,57.43
1220,571360848,weekend,50.09
1221,571360850,weekend,50.09
1222,571360850,weekend,57.43
1223,571361094,weekend,15.52
1224,571361094,weekend,18.96
1225,571361228,weekend,18.22
1226,571361228,weekend,18.6
1227,571361244,weekend,15.97
1228,571361244,weekend,17.56
1229,571361318,weekend,16.05
1230,571361318,weekend,16.23
1231,571361512,weekend,16.76
1232,571361512,weekend,12.2
1233,571361514,weekend,19.36
1234,571361514,weekend,16.97
1235,571361518,weekend,17.38
1236,571361520,weekend,17.38
1237,571361522,weekend,17.38
1238,571361526,weekend,13.13
1239,571361530,weekend,19.13
1240,571361530,weekend,14.55
1241,571361862,weekend,15.46
1242,571361862,weekend,18.05
1243,571361864,weekend,18.05
1244,571361864,weekend,15.46
1245,571362026,weekend,47.07
1246,571362026,weekend,47.0
1247,571362028,weekend,47.0
1248,571362028,weekend,47.07
1249,571362030,weekend,36.71
1250,571362030,weekend,60.72
1251,571362042,weekend,60.72
1252,571362042,weekend,36.71
1253,571362044,weekend,36.71
1254,571362044,weekend,60.72
1255,571362056,weekend,14.92
1256,571362056,weekend,14.25
1257,571362060,weekend,13.45
1258,571362060,weekend,15.82
1259,571362062,weekend,15.82
1260,571362062,weekend,13.45
1261,571362108,weekend,17.12
1262,571362108,weekend,15.66
1263,571364326,weekend,17.51
1264,571364326,weekend,15.48
1265,571364328,weekend,15.48
1266,571364328,weekend,17.51
1267,571364330,weekend,15.7
1268,571364848,weekend,47.0
1269,571364848,weekend,47.07
1270,571364852,weekend,13.34
1271,571364852,weekend,13.14
1272,571364856,weekend,13.14
1273,571364856,weekend,13.34
1274,571364858,weekend,13.34
1275,571364858,weekend,13.14
1276,571364862,weekend,63.18
1277,571364862,weekend,58.25
1278,571364864,weekend,58.25
1279,571364864,weekend,63.18
1280,571364882,weekend,12.84
1281,571364882,weekend,14.06
1282,571364886,weekend,14.06
1283,571364886,weekend,12.84
1284,571364888,weekend,12.84
1285,571364888,weekend,14.06
1286,571364892,weekend,13.14
1287,571364892,weekend,13.34
1288,571364894,weekend,13.34
1289,571364894,weekend,13.14
1290,571364896,weekend,13.14
1291,571364896,weekend,13.34
1292,571364900,weekend,13.57
1293,571364900,weekend,16.45
1294,571364910,weekend,13.57
1295,571364910,weekend,16.45
1296,571364912,weekend,16.45
1297,571364912,weekend,13.57
1298,571364926,weekend,18.6
1299,571364926,weekend,18.22
1300,571364934,weekend,14.06
1301,571364934,weekend,12.84
1302,571368766,weekend,13.81
1303,571368766,weekend,14.75
1304,571368770,weekend,14.75
1305,571368770,weekend,13.81
1306,571368772,weekend,13.81
1307,571368772,weekend,14.75
1308,571368892,weekend,19.43
1309,571368892,weekend,19.96
1310,571369240,weekend,15.74
1311,571369240,weekend,12.24
1312,571369242,weekend,12.24
1313,571369242,weekend,15.74
1314,571369250,weekend,12.24
1315,571369250,weekend,15.74
1316,571369252,weekend,15.74
1317,571369252,weekend,12.24
1318,571369260,weekend,16.05
1319,571369260,weekend,16.23
1320,571369590,weekend,15.17
1321,571369590,weekend,15.28
1322,571369592,weekend,15.17
1323,571369592,weekend,15.28
1324,571369594,weekend,15.28
1325,571369594,weekend,15.17
1326,571369606,weekend,15.28
1327,571369606,weekend,15.17
1328,571369608,weekend,15.17
1329,571369608,weekend,15.28
1330,571369610,weekend,15.17
1331,571369610,weekend,15.28
1332,571369612,weekend,15.28
1333,571369612,weekend,15.17
1334,571369620,weekend,18.65
1335,571369622,weekend,21.97
1336,571369624,weekend,61.55
1337,571369624,weekend,68.76
1338,571369632,weekend,63.18
1339,571369632,weekend,58.25
1340,571369634,weekend,62.17
1341,571369634,weekend,69.02
1342,571370622,weekend,21.38
1343,571370623,weekend,21.38
1344,571370624,weekend,21.38
1345,571371519,weekend,14.54
1346,571371519,weekend,16.68
1347,571371520,weekend,16.68
1348,571371520,weekend,14.54
1349,571371536,weekend,14.92
1350,571371536,weekend,14.25
1351,571371537,weekend,14.25
1352,571371537,weekend,14.92
1353,571371541,weekend,14.25
1354,571371541,weekend,14.92
1355,571371543,weekend,14.92
1356,571371543,weekend,14.25
1357,571371544,weekend,14.25
1358,571371544,weekend,14.92
1359,571371632,weekend,17.56
1360,571371632,weekend,15.97
1361,571371633,weekend,15.97
1362,571371633,weekend,17.56
1363,571372060,weekend,12.84
1364,571372060,weekend,14.06
1365,571372061,weekend,14.06
1366,571372061,weekend,12.84
1367,571372097,weekend,15.3
1368,571372097,weekend,19.5
1369,571372099,weekend,19.5
1370,571372099,weekend,15.3
1371,571372100,weekend,15.3
1372,571372100,weekend,19.5
